ID CHIRURGIE;DATE CHIRURGIE;HEURE_DEBUT CHIRURGIE;HEURE_FIN CHIRURGIE;SALLE;CHIRURGIEN
10103;13/11/2015;15:18:00;16:26:00;BLOC-U6;DEREK SHEPHERD
10104;26/11/2015;10:12:00;11:25:00;BLOC-E3;DEREK SHEPHERD
10105;13/11/2015;13:24:00;15:08:00;BLOC-U6;DEREK SHEPHERD
10106;26/01/2016;10:08:00;10:36:00;BLOC-E2;DEREK SHEPHERD
10107;14/11/2015;18:01:00;18:59:00;BLOC-U6;MEREDITH GREY
10108;14/11/2015;13:20:00;14:15:00;BLOC-U3;PRESTON BURKE
10109;15/11/2015;00:20:00;02:01:00;BLOC-U5;MEREDITH GREY
10113;14/11/2015;00:02:00;02:06:00;BLOC-U6;DEREK SHEPHERD
10114;15/11/2015;00:02:00;01:32:00;BLOC-U6;RICHARD WEBBER
10115;13/05/2016;09:55:00;10:20:00;BLOC-E2;RICHARD WEBBER
10118;15/11/2015;10:15:00;11:31:00;BLOC-U6;LAWRENCE KUTNER
10123;18/03/2016;12:50:00;14:33:00;BLOC-E2;DEREK SHEPHERD
10124;16/11/2015;21:00:00;21:30:00;BLOC-U6;MEREDITH GREY
10127;15/11/2015;16:35:00;22:56:00;BLOC-U6;MEREDITH GREY
10128;19/02/2016;13:57:00;17:15:00;BLOC-E1;MEREDITH GREY
10129;10/03/2016;11:30:00;14:06:00;BLOC-U6;RICHARD WEBBER
10130;13/06/2016;08:37:00;09:35:00;BLOC-E3;MEREDITH GREY
10132;10/12/2015;13:00:00;14:17:00;BLOC-U6;LAWRENCE KUTNER
10133;21/01/2016;12:00:00;14:33:00;BLOC-E2;DEREK SHEPHERD
10134;04/11/2016;14:35:00;15:50:00;BLOC-E3;DEREK SHEPHERD
10135;14/11/2015;14:50:00;18:25:00;BLOC-U5;PRESTON BURKE
10136;14/11/2015;18:57:00;21:30:00;BLOC-U5;PRESTON BURKE
10137;08/01/2016;14:00:00;14:46:00;BLOC-E1;PRESTON BURKE
10138;19/01/2016;12:38:00;19:45:00;BLOC-E1;PRESTON BURKE
10139;15/11/2015;09:15:00;15:22:00;BLOC-U6;MEREDITH GREY
10140;15/11/2015;19:20:00;22:54:00;BLOC-U6;LAWRENCE KUTNER
10141;12/10/2016;19:43:00;20:59:00;BLOC-U6;MEREDITH GREY
10142;15/11/2015;17:50:00;18:35:00;BLOC-U6;LAWRENCE KUTNER
10143;17/11/2015;16:35:00;17:55:00;BLOC-U6;LAWRENCE KUTNER
10144;17/11/2015;16:50:00;17:25:00;BLOC-E1;PRESTON BURKE
10145;01/08/2016;11:38:00;12:28:00;BLOC-U6;DEREK SHEPHERD
10147;11/12/2015;11:25:00;13:54:00;BLOC-U6;PRESTON BURKE
10149;17/11/2015;14:49:00;16:30:00;BLOC-E1;PRESTON BURKE
10150;18/11/2015;16:25:00;18:11:00;BLOC-U6;RICHARD WEBBER
10151;21/10/2016;09:41:00;14:52:00;BLOC-E1;GREGORY HOUSE
10153;18/11/2015;10:18:00;12:37:00;BLOC-U6;RICHARD WEBBER
10154;19/11/2015;08:30:00;14:11:00;BLOC-U6;ROBERT CHASE
10155;16/06/2016;14:30:00;16:05:00;BLOC-E1;GREGORY HOUSE
10156;06/06/2016;08:00:00;10:50:00;BLOC-E2;ALEX KAREV
10157;19/11/2015;14:45:00;18:52:00;BLOC-U6;DEREK SHEPHERD
10158;18/11/2015;14:55:00;15:25:00;BLOC-E2;MEREDITH GREY
10159;18/11/2015;14:53:00;16:08:00;BLOC-U6;RICHARD WEBBER
10160;18/11/2015;12:45:00;14:30:00;BLOC-U6;RICHARD WEBBER
10161;27/04/2016;11:35:00;13:22:00;BLOC-E2;ALEX KAREV
10162;16/09/2016;10:23:00;11:04:00;BLOC-E3;DEREK SHEPHERD
10163;14/03/2016;09:11:00;13:57:00;BLOC-E2;ALEX KAREV
10164;24/11/2016;08:45:00;10:29:00;BLOC-U6;RICHARD WEBBER
10165;26/10/2016;15:28:00;16:50:00;BLOC-E1;GREGORY HOUSE
10166;14/06/2016;12:54:00;14:18:00;BLOC-E1;GREGORY HOUSE
10167;09/05/2016;08:00:00;10:34:00;BLOC-E2;ALEX KAREV
10168;20/11/2015;12:53:00;13:36:00;BLOC-U6;PRESTON BURKE
10169;20/11/2015;10:24:00;12:18:00;BLOC-U6;PRESTON BURKE
10170;20/11/2015;13:50:00;14:46:00;BLOC-U6;PRESTON BURKE
10171;08/01/2016;13:10:00;13:59:00;BLOC-E1;PRESTON BURKE
10172;20/11/2015;15:45:00;16:44:00;BLOC-U6;PRESTON BURKE
10173;14/12/2015;16:15:00;17:35:00;BLOC-E3;CHRIS TAUB
10174;21/11/2015;09:45:00;14:55:00;BLOC-U6;CHRIS TAUB
10175;28/02/2016;11:15:00;14:29:00;BLOC-U6;RICHARD WEBBER
10177;22/08/2016;16:14:00;17:12:00;BLOC-U6;MEREDITH GREY
10178;21/11/2015;17:40:00;19:45:00;BLOC-U6;CHRIS TAUB
10179;21/11/2015;20:10:00;20:40:00;BLOC-U6;CHRIS TAUB
10180;22/11/2015;15:45:00;16:41:00;BLOC-U6;MEREDITH GREY
10181;21/11/2015;23:00:00;00:35:00;BLOC-U6;CHRIS TAUB
10182;22/11/2015;19:30:00;22:30:00;BLOC-U6;MEREDITH GREY
10183;14/03/2016;12:16:00;12:48:00;BLOC-E3;MEREDITH GREY
10184;23/11/2015;14:50:00;15:32:00;BLOC-U6;DEREK SHEPHERD
10185;24/11/2015;12:11:00;13:00:00;BLOC-U6;PRESTON BURKE
10186;11/02/2016;23:39:00;01:10:00;BLOC-U6;MIRANDA BAILEY
10187;13/10/2016;12:55:00;13:38:00;BLOC-E3;CHRIS TAUB
10188;02/08/2016;09:30:00;11:05:00;BLOC-U6;PRESTON BURKE
10189;10/06/2016;14:15:00;15:00:00;BLOC-E2;RICHARD WEBBER
10191;23/05/2016;08:00:00;10:07:00;BLOC-E1;GREGORY HOUSE
10192;01/06/2016;10:57:00;12:24:00;BLOC-E2;ALEX KAREV
10193;25/11/2015;11:35:00;13:30:00;BLOC-U6;MEREDITH GREY
10195;09/06/2016;11:53:00;13:28:00;BLOC-E2;ALEX KAREV
10196;22/02/2016;14:00:00;16:52:00;BLOC-E2;MEREDITH GREY
10197;31/03/2016;12:32:00;15:56:00;BLOC-E1;LAWRENCE KUTNER
10198;20/06/2016;13:48:00;17:25:00;BLOC-E2;ALEX KAREV
10199;27/06/2016;15:35:00;17:00:00;BLOC-E1;ALEX KAREV
10200;26/11/2015;15:13:00;16:21:00;BLOC-U6;PRESTON BURKE
10202;27/11/2015;10:05:00;12:33:00;BLOC-E1;PRESTON BURKE
10203;01/12/2015;21:05:00;21:55:00;BLOC-U6;DEREK SHEPHERD
10205;26/11/2015;20:49:00;23:16:00;BLOC-U6;RICHARD WEBBER
10206;11/04/2016;15:30:00;17:40:00;BLOC-E1;DEREK SHEPHERD
10207;27/11/2015;17:45:00;20:27:00;BLOC-U6;PRESTON BURKE
10208;28/11/2015;19:25:00;21:31:00;BLOC-U6;DEREK SHEPHERD
10209;26/12/2015;10:45:00;13:01:00;BLOC-U6;DEREK SHEPHERD
10210;29/11/2015;13:25:00;14:55:00;BLOC-U6;LAWRENCE KUTNER
10211;29/11/2015;10:54:00;12:33:00;BLOC-U6;LAWRENCE KUTNER
10212;29/11/2015;19:50:00;23:06:00;BLOC-U6;LAWRENCE KUTNER
10213;21/11/2016;10:52:00;12:27:00;BLOC-E3;RICHARD WEBBER
10214;18/12/2015;11:25:00;12:31:00;BLOC-E1;GREGORY HOUSE
10215;09/06/2016;08:00:00;09:34:00;BLOC-E3;CHRIS TAUB
10216;01/12/2015;09:09:00;10:42:00;BLOC-U6;MEREDITH GREY
10217;13/06/2016;12:27:00;13:58:00;BLOC-E2;GREGORY HOUSE
10219;02/12/2015;11:20:00;15:03:00;BLOC-U6;RICHARD WEBBER
10221;30/11/2015;22:55:00;01:57:00;BLOC-U6;PRESTON BURKE
10223;03/12/2015;18:26:00;19:12:00;BLOC-U6;RICHARD WEBBER
10224;19/02/2016;09:14:00;10:06:00;BLOC-U6;DEREK SHEPHERD
10225;19/02/2016;11:26:00;12:24:00;BLOC-E3;MIRANDA BAILEY
10226;03/12/2015;10:00:00;10:56:00;BLOC-U6;PRESTON BURKE
10227;26/09/2016;08:00:00;09:54:00;BLOC-E3;MEREDITH GREY
10228;02/12/2015;08:40:00;11:13:00;BLOC-U6;RICHARD WEBBER
10229;23/06/2016;09:45:00;10:30:00;BLOC-E1;PRESTON BURKE
10230;22/04/2016;12:53:00;13:54:00;BLOC-E1;RICHARD WEBBER
10231;18/12/2015;14:23:00;15:19:00;BLOC-E2;MEREDITH GREY
10233;27/06/2016;08:00:00;10:20:00;BLOC-E2;GREGORY HOUSE
10234;02/12/2015;22:08:00;01:00:00;BLOC-U6;MEREDITH GREY
10235;03/12/2015;15:15:00;17:47:00;BLOC-U5;PRESTON BURKE
10236;22/01/2016;08:00:00;09:41:00;BLOC-E1;PRESTON BURKE
10237;03/12/2015;14:33:00;15:03:00;BLOC-U5;PRESTON BURKE
10238;04/12/2015;20:40:00;21:21:00;BLOC-U6;PRESTON BURKE
10239;04/12/2015;13:15:00;13:55:00;BLOC-U6;DEREK SHEPHERD
10240;03/12/2015;20:33:00;23:45:00;BLOC-U6;RICHARD WEBBER
10241;01/02/2016;10:49:00;11:41:00;BLOC-E3;RICHARD WEBBER
10242;06/12/2015;11:05:00;12:03:00;BLOC-U5;LAWRENCE KUTNER
10244;09/12/2015;08:00:00;12:05:00;BLOC-E1;MEREDITH GREY
10245;21/04/2016;08:00:00;09:15:00;BLOC-E1;PRESTON BURKE
10246;26/05/2016;08:30:00;09:12:00;BLOC-E3;CHRIS TAUB
10247;05/12/2015;18:50:00;19:27:00;BLOC-U6;MEREDITH GREY
10248;05/12/2015;14:00:00;15:25:00;BLOC-U6;MEREDITH GREY
10250;06/12/2015;11:57:00;14:15:00;BLOC-U6;PRESTON BURKE
10251;05/12/2015;19:40:00;20:16:00;BLOC-U6;MEREDITH GREY
10252;06/12/2015;15:36:00;16:28:00;BLOC-U6;PRESTON BURKE
10253;06/12/2015;17:39:00;18:08:00;BLOC-U6;PRESTON BURKE
10254;06/12/2015;21:20:00;23:33:00;BLOC-U6;PRESTON BURKE
10255;09/05/2016;18:28:00;19:52:00;BLOC-U6;DEREK SHEPHERD
10256;07/12/2015;09:27:00;10:45:00;BLOC-U6;DEREK SHEPHERD
10258;02/05/2016;08:00:00;10:25:00;BLOC-E1;GREGORY HOUSE
10259;07/12/2015;22:49:00;23:06:00;BLOC-U6;MIRANDA BAILEY
10260;19/04/2016;08:00:00;09:58:00;BLOC-E1;GREGORY HOUSE
10261;06/04/2016;12:40:00;14:28:00;BLOC-E2;ALEX KAREV
10262;08/12/2015;12:31:00;13:20:00;BLOC-U6;MEREDITH GREY
10263;08/12/2015;16:03:00;17:30:00;BLOC-U6;ROBERT CHASE
10264;08/12/2015;15:04:00;15:43:00;BLOC-U6;MEREDITH GREY
10265;10/12/2015;01:45:00;02:25:00;BLOC-U6;PRESTON BURKE
10266;01/10/2016;16:04:00;17:59:00;BLOC-U6;RICHARD WEBBER
10267;01/04/2016;13:10:00;14:15:00;BLOC-E2;MEREDITH GREY
10268;08/12/2015;15:29:00;16:07:00;BLOC-U5;LAWRENCE KUTNER
10269;07/12/2015;23:43:00;00:40:00;BLOC-U6;MIRANDA BAILEY
10270;08/12/2015;09:20:00;12:16:00;BLOC-U6;MIRANDA BAILEY
10271;10/12/2015;16:27:00;18:05:00;BLOC-U6;MEREDITH GREY
10272;10/12/2015;23:25:00;00:50:00;BLOC-U6;DEREK SHEPHERD
10273;01/06/2016;08:00:00;10:04:00;BLOC-E1;GREGORY HOUSE
10274;09/12/2015;21:35:00;23:22:00;BLOC-U6;PRESTON BURKE
10275;14/04/2016;15:06:00;16:24:00;BLOC-E2;GREGORY HOUSE
10276;10/06/2016;12:14:00;13:24:00;BLOC-E1;GREGORY HOUSE
10277;08/06/2016;11:59:00;13:23:00;BLOC-E1;GREGORY HOUSE
10278;10/12/2015;00:02:00;01:22:00;BLOC-U7;PRESTON BURKE
10281;12/12/2015;12:05:00;14:22:00;BLOC-U6;DEREK SHEPHERD
10282;29/06/2016;10:22:00;11:43:00;BLOC-E1;GREGORY HOUSE
10283;29/11/2016;15:24:00;16:31:00;BLOC-E1;DEREK SHEPHERD
10284;13/12/2015;16:15:00;18:15:00;BLOC-U6;MEREDITH GREY
10285;11/01/2016;18:05:00;20:14:00;BLOC-U6;PRESTON BURKE
10286;12/12/2015;14:45:00;15:21:00;BLOC-U6;DEREK SHEPHERD
10287;15/12/2015;11:25:00;15:32:00;BLOC-U6;DEREK SHEPHERD
10290;13/12/2015;21:51:00;23:12:00;BLOC-U6;MEREDITH GREY
10291;30/04/2016;15:09:00;15:38:00;BLOC-U6;PRESTON BURKE
10295;13/12/2015;11:00:00;14:50:00;BLOC-U6;MEREDITH GREY
10298;01/02/2016;15:00:00;15:45:00;BLOC-E2;MEREDITH GREY
10303;05/08/2016;16:17:00;17:24:00;BLOC-U6;RICHARD WEBBER
10304;14/12/2015;21:00:00;00:48:00;BLOC-U6;PRESTON BURKE
10306;13/10/2016;08:00:00;09:30:00;BLOC-E3;CHRIS TAUB
10307;30/03/2016;13:16:00;15:27:00;BLOC-E2;ALEX KAREV
10310;04/04/2016;11:55:00;12:42:00;BLOC-E3;RICHARD WEBBER
10311;21/06/2016;13:15:00;14:26:00;BLOC-E1;PRESTON BURKE
10312;19/12/2015;16:04:00;18:27:00;BLOC-U6;CHRIS TAUB
10313;04/10/2016;10:30:00;11:39:00;BLOC-U6;PRESTON BURKE
10314;17/12/2015;14:05:00;16:46:00;BLOC-E2;CHRIS TAUB
10316;16/12/2015;09:10:00;11:05:00;BLOC-U6;RICHARD WEBBER
10317;05/07/2016;12:17:00;13:30:00;BLOC-E2;GREGORY HOUSE
10318;13/07/2016;08:00:00;10:13:00;BLOC-E1;GREGORY HOUSE
10321;07/03/2016;11:40:00;12:18:00;BLOC-E3;RICHARD WEBBER
10322;18/12/2015;13:05:00;14:20:00;BLOC-E2;PRESTON BURKE
10323;17/12/2015;15:05:00;17:03:00;BLOC-U6;RICHARD WEBBER
10324;11/04/2016;08:00:00;09:50:00;BLOC-E1;RICHARD WEBBER
10325;19/10/2016;08:00:00;11:09:00;BLOC-E2;ALEX KAREV
10326;09/05/2016;11:16:00;11:56:00;BLOC-E3;MEREDITH GREY
10327;18/12/2015;21:10:00;23:13:00;BLOC-U6;PRESTON BURKE
10328;21/06/2016;11:48:00;12:50:00;BLOC-E1;GREGORY HOUSE
10329;21/04/2016;12:45:00;14:31:00;BLOC-E2;ALEX KAREV
10330;18/12/2015;23:25:00;00:23:00;BLOC-U6;PRESTON BURKE
10333;20/12/2015;20:10:00;22:02:00;BLOC-U6;PRESTON BURKE
10334;21/12/2015;13:33:00;15:05:00;BLOC-U6;RICHARD WEBBER
10335;21/12/2015;11:09:00;13:16:00;BLOC-U6;RICHARD WEBBER
10336;31/03/2016;11:26:00;12:23:00;BLOC-E3;CHRIS TAUB
10340;04/04/2016;08:00:00;11:35:00;BLOC-E2;GREGORY HOUSE
10341;22/12/2015;10:36:00;12:38:00;BLOC-U6;DEREK SHEPHERD
10342;16/06/2016;09:46:00;10:23:00;BLOC-E3;CHRIS TAUB
10343;24/12/2015;08:44:00;12:44:00;BLOC-U6;DEREK SHEPHERD
10344;22/12/2015;21:05:00;23:26:00;BLOC-U6;LAWRENCE KUTNER
10345;20/06/2016;14:36:00;16:33:00;BLOC-E1;DEREK SHEPHERD
10346;24/12/2015;16:09:00;16:50:00;BLOC-U6;DEREK SHEPHERD
10347;24/12/2015;13:31:00;15:43:00;BLOC-U6;DEREK SHEPHERD
10348;25/02/2016;08:00:00;10:36:00;BLOC-E2;ALEX KAREV
10349;24/03/2016;11:21:00;12:41:00;BLOC-E1;ALEX KAREV
10350;24/12/2015;17:13:00;20:25:00;BLOC-U6;DEREK SHEPHERD
10352;26/12/2015;13:30:00;15:04:00;BLOC-U6;DEREK SHEPHERD
10353;25/12/2015;11:38:00;14:47:00;BLOC-U6;RICHARD WEBBER
10354;25/12/2015;21:03:00;21:44:00;BLOC-U6;RICHARD WEBBER
10355;26/12/2015;18:30:00;19:36:00;BLOC-U6;DEREK SHEPHERD
10356;26/12/2015;20:02:00;21:51:00;BLOC-U6;DEREK SHEPHERD
10357;26/04/2016;08:00:00;09:37:00;BLOC-E1;DEREK SHEPHERD
10358;27/12/2015;16:20:00;17:04:00;BLOC-U6;RICHARD WEBBER
10359;28/12/2015;14:28:00;14:59:00;BLOC-U6;PRESTON BURKE
10360;27/12/2015;16:07:00;16:09:00;BLOC-U6;RICHARD WEBBER
10361;02/01/2016;00:25:00;01:12:00;BLOC-U6;MEREDITH GREY
10364;30/12/2015;13:34:00;14:09:00;BLOC-U6;MEREDITH GREY
10365;28/12/2015;15:40:00;16:19:00;BLOC-U6;PRESTON BURKE
10366;28/06/2016;12:10:00;13:36:00;BLOC-E1;GREGORY HOUSE
10367;12/05/2016;14:57:00;16:26:00;BLOC-E3;GREGORY HOUSE
10368;08/09/2016;14:24:00;15:46:00;BLOC-E3;PRESTON BURKE
10370;05/07/2016;08:00:00;10:10:00;BLOC-E2;GREGORY HOUSE
10371;25/07/2016;12:39:00;13:25:00;BLOC-E3;MEREDITH GREY
10372;26/07/2016;12:25:00;14:01:00;BLOC-E3;GREGORY HOUSE
10373;29/12/2015;20:00:00;23:39:00;BLOC-U6;PRESTON BURKE
10375;28/07/2016;09:31:00;10:00:00;BLOC-E2;PRESTON BURKE
10376;01/09/2016;14:21:00;17:06:00;BLOC-E1;PRESTON BURKE
10377;30/12/2015;10:40:00;12:42:00;BLOC-U6;MEREDITH GREY
10378;05/04/2016;09:28:00;10:17:00;BLOC-E2;OWEN HUNT
10379;04/05/2016;08:00:00;11:35:00;BLOC-E2;ALEX KAREV
10380;02/11/2016;08:50:00;11:51:00;BLOC-E3;ALEX KAREV
10381;27/06/2016;12:30:00;14:07:00;BLOC-E2;GREGORY HOUSE
10382;01/01/2016;20:53:00;22:20:00;BLOC-U6;MEREDITH GREY
10383;28/06/2016;10:32:00;11:47:00;BLOC-E1;GREGORY HOUSE
10384;31/12/2015;11:52:00;13:58:00;BLOC-U6;PRESTON BURKE
10385;31/12/2015;14:35:00;15:48:00;BLOC-U6;PRESTON BURKE
10386;09/06/2016;08:40:00;10:15:00;BLOC-E1;PRESTON BURKE
10387;27/07/2016;14:18:00;15:40:00;BLOC-E1;GREGORY HOUSE
10388;24/05/2016;10:56:00;12:13:00;BLOC-E1;GREGORY HOUSE
10389;01/01/2016;15:39:00;17:57:00;BLOC-U6;MEREDITH GREY
10391;03/04/2014;08:00:00;10:35:00;BLOC-E1;ERIC FOREMAN
10392;10/09/2014;09:05:00;10:31:00;BLOC-E1;ERIC FOREMAN
10393;06/11/2014;14:39:00;17:45:00;BLOC-E2;LAWRENCE KUTNER
10394;21/08/2014;13:30:00;14:23:00;BLOC-U9;CHRIS TAUB
10395;01/12/2014;09:05:00;10:12:00;BLOC-E2;ERIC FOREMAN
10396;04/01/2016;12:45:00;14:44:00;BLOC-E1;ALEX KAREV
10397;03/05/2016;12:53:00;14:24:00;BLOC-E1;GREGORY HOUSE
10401;25/05/2016;08:38:00;11:00:00;BLOC-U7;OWEN HUNT
10402;01/01/2016;18:49:00;20:25:00;BLOC-U6;MEREDITH GREY
10403;02/01/2016;21:00:00;22:34:00;BLOC-U6;PRESTON BURKE
10404;02/01/2016;17:35:00;19:53:00;BLOC-U6;PRESTON BURKE
10405;04/04/2016;09:00:00;09:34:00;BLOC-U6;DEREK SHEPHERD
10406;02/01/2016;16:12:00;17:08:00;BLOC-U6;PRESTON BURKE
10407;03/01/2016;13:09:00;14:17:00;BLOC-U6;MEREDITH GREY
10408;04/01/2016;12:25:00;13:01:00;BLOC-U6;RICHARD WEBBER
10409;08/01/2016;08:35:00;11:02:00;BLOC-U6;DEREK SHEPHERD
10410;16/08/2016;17:07:00;18:33:00;BLOC-U6;DEREK SHEPHERD
10411;14/11/2016;12:24:00;13:51:00;BLOC-E2;GREGORY HOUSE
10412;07/01/2016;20:48:00;21:30:00;BLOC-U6;DEREK SHEPHERD
10413;10/05/2016;13:16:00;17:18:00;BLOC-E2;MEREDITH GREY
10414;09/01/2016;17:10:00;20:50:00;BLOC-U5;CHRIS TAUB
10415;05/01/2016;08:45:00;11:38:00;BLOC-U6;MEREDITH GREY
10416;05/01/2016;12:01:00;12:39:00;BLOC-U6;MEREDITH GREY
10417;12/02/2016;12:44:00;13:15:00;BLOC-E2;MIRANDA BAILEY
10418;26/04/2016;12:10:00;12:41:00;BLOC-E3;MIRANDA BAILEY
10419;13/07/2016;10:45:00;12:32:00;BLOC-E1;GREGORY HOUSE
10420;07/01/2016;00:10:00;00:52:00;BLOC-U6;MIRANDA BAILEY
10421;27/02/2016;13:35:00;14:43:00;BLOC-U6;MEREDITH GREY
10423;12/01/2016;11:00:00;13:22:00;BLOC-E1;DEREK SHEPHERD
10424;08/07/2016;10:58:00;12:28:00;BLOC-E1;GREGORY HOUSE
10425;06/06/2016;11:05:00;12:39:00;BLOC-E3;MEREDITH GREY
10426;08/01/2016;21:26:00;00:32:00;BLOC-U6;LAWRENCE KUTNER
10427;11/01/2016;13:06:00;13:52:00;BLOC-E2;DEREK SHEPHERD
10428;08/03/2016;08:00:00;10:14:00;BLOC-E2;OWEN HUNT
10429;06/01/2016;21:25:00;23:38:00;BLOC-U6;MIRANDA BAILEY
10430;15/04/2016;08:01:00;09:35:00;BLOC-E1;PRESTON BURKE
10432;07/01/2016;15:00:00;16:24:00;BLOC-E2;MEREDITH GREY
10433;07/01/2016;16:32:00;18:20:00;BLOC-U6;PRESTON BURKE
10434;11/07/2016;08:00:00;14:22:00;BLOC-U7;PRESTON BURKE
10435;07/01/2016;08:45:00;13:51:00;BLOC-U6;PRESTON BURKE
10436;09/01/2016;14:50:00;16:50:00;BLOC-U6;CHRIS TAUB
10437;20/05/2016;11:21:00;12:15:00;BLOC-E3;MIRANDA BAILEY
10438;11/01/2016;13:35:00;16:23:00;BLOC-U6;RICHARD WEBBER
10439;10/01/2016;08:00:00;09:33:00;BLOC-U6;LAWRENCE KUTNER
10440;12/01/2016;08:00:00;10:43:00;BLOC-E1;DEREK SHEPHERD
10441;06/07/2016;12:38:00;14:25:00;BLOC-E1;GREGORY HOUSE
10442;12/01/2016;14:30:00;16:10:00;BLOC-E2;MEREDITH GREY
10444;13/01/2016;14:39:00;15:27:00;BLOC-U6;RICHARD WEBBER
10445;28/04/2016;12:31:00;16:35:00;BLOC-E2;CHRIS TAUB
10446;11/01/2016;20:50:00;21:45:00;BLOC-U6;PRESTON BURKE
10447;10/01/2016;21:02:00;22:15:00;BLOC-U6;LAWRENCE KUTNER
10448;11/01/2016;10:05:00;11:25:00;BLOC-U6;RICHARD WEBBER
10450;12/01/2016;13:40:00;15:44:00;BLOC-E1;DEREK SHEPHERD
10451;18/11/2016;08:00:00;09:27:00;BLOC-E2;DEREK SHEPHERD
10452;18/04/2016;08:00:00;12:15:00;BLOC-E1;ALEX KAREV
10453;30/06/2016;11:48:00;12:20:00;BLOC-E1;ALEX KAREV
10454;05/09/2016;08:00:00;10:05:00;BLOC-E2;GREGORY HOUSE
10455;12/01/2016;21:00:00;23:52:00;BLOC-U6;MEREDITH GREY
10456;06/09/2016;11:45:00;13:08:00;BLOC-E1;GREGORY HOUSE
10457;17/03/2016;15:27:00;17:05:00;BLOC-E2;GREGORY HOUSE
10458;24/05/2016;08:40:00;10:45:00;BLOC-E2;OWEN HUNT
10459;29/03/2016;12:36:00;16:40:00;BLOC-E2;MIRANDA BAILEY
10460;13/01/2016;09:59:00;11:00:00;BLOC-U5;LAWRENCE KUTNER
10461;29/08/2016;14:06:00;15:48:00;BLOC-E1;OWEN HUNT
10462;23/03/2016;15:45:00;17:46:00;BLOC-E2;MIRANDA BAILEY
10463;08/03/2016;11:32:00;14:33:00;BLOC-E2;MIRANDA BAILEY
10464;14/01/2016;15:45:00;16:28:00;BLOC-U6;DEREK SHEPHERD
10465;25/02/2016;13:52:00;15:27:00;BLOC-E2;ALEX KAREV
10466;17/01/2016;18:25:00;19:20:00;BLOC-U6;RICHARD WEBBER
10467;06/10/2016;09:40:00;10:40:00;BLOC-E3;CHRIS TAUB
10468;11/08/2016;13:00:00;14:02:00;BLOC-E1;ALEX KAREV
10469;15/06/2016;08:00:00;12:00:00;BLOC-E1;GREGORY HOUSE
10470;14/03/2016;14:24:00;16:43:00;BLOC-E2;ALEX KAREV
10471;15/01/2016;17:35:00;19:54:00;BLOC-U6;RICHARD WEBBER
10472;27/04/2016;08:00:00;11:25:00;BLOC-E1;OWEN HUNT
10473;14/06/2016;08:00:00;10:42:00;BLOC-E1;GREGORY HOUSE
10474;15/01/2016;10:22:00;12:24:00;BLOC-U6;RICHARD WEBBER
10475;13/04/2016;08:00:00;11:57:00;BLOC-E2;MIRANDA BAILEY
10476;08/06/2016;14:45:00;15:08:00;BLOC-E2;CHRIS TAUB
10477;16/01/2016;12:30:00;14:09:00;BLOC-U6;PRESTON BURKE
10478;16/01/2016;16:01:00;16:50:00;BLOC-U6;PRESTON BURKE
10479;17/01/2016;16:50:00;17:48:00;BLOC-U6;RICHARD WEBBER
10480;18/01/2016;09:30:00;12:57:00;BLOC-U6;DEREK SHEPHERD
10481;05/11/2016;10:22:00;12:30:00;BLOC-U6;OWEN HUNT
10482;20/07/2016;08:00:00;10:27:00;BLOC-E1;GREGORY HOUSE
10483;27/07/2016;12:47:00;14:05:00;BLOC-E1;GREGORY HOUSE
10484;19/01/2016;00:35:00;02:05:00;BLOC-U6;MEREDITH GREY
10485;13/06/2016;09:55:00;10:32:00;BLOC-E3;MEREDITH GREY
10486;19/01/2016;16:55:00;20:06:00;BLOC-U6;RICHARD WEBBER
10487;19/01/2016;21:05:00;22:32:00;BLOC-U6;RICHARD WEBBER
10488;26/09/2016;12:45:00;14:55:00;BLOC-E3;MEREDITH GREY
10489;09/09/2016;08:00:00;10:10:00;BLOC-E1;GREGORY HOUSE
10490;30/09/2016;13:40:00;15:32:00;BLOC-E1;DEREK SHEPHERD
10491;01/04/2016;08:00:00;10:18:00;BLOC-E2;DEREK SHEPHERD
10492;23/03/2016;11:42:00;13:09:00;BLOC-E1;GREGORY HOUSE
10493;23/01/2016;21:30:00;23:59:00;BLOC-U6;RICHARD WEBBER
10494;20/01/2016;11:48:00;14:27:00;BLOC-U6;MEREDITH GREY
10495;21/01/2016;13:38:00;14:24:00;BLOC-U6;PRESTON BURKE
10496;12/02/2016;10:00:00;10:55:00;BLOC-E2;MIRANDA BAILEY
10497;26/04/2016;12:50:00;13:30:00;BLOC-E3;MIRANDA BAILEY
10498;31/03/2016;10:45:00;12:11:00;BLOC-E1;ALEX KAREV
10499;22/01/2016;12:27:00;13:12:00;BLOC-U6;RICHARD WEBBER
10500;01/06/2016;14:15:00;15:47:00;BLOC-E2;OWEN HUNT
10501;16/09/2016;08:00:00;12:51:00;BLOC-E2;LAWRENCE KUTNER
10502;03/05/2016;10:13:00;10:51:00;BLOC-E2;OWEN HUNT
10503;23/01/2016;19:00:00;21:11:00;BLOC-U6;RICHARD WEBBER
10504;26/04/2016;16:10:00;17:41:00;BLOC-E1;PRESTON BURKE
10505;25/01/2016;08:50:00;10:55:00;BLOC-U6;DEREK SHEPHERD
10506;05/02/2016;11:14:00;13:23:00;BLOC-E3;DEREK SHEPHERD
10508;24/01/2016;17:45:00;18:15:00;BLOC-U6;MEREDITH GREY
10509;23/01/2016;10:00:00;10:34:00;BLOC-U6;RICHARD WEBBER
